gutenberg_id,title,authors,languages,subjects,bookshelves,download_count,copyright
1228,"On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life","Darwin, Charles",en,"Evolution (Biology), Natural selection","Banned Books from Anne Haight's list, Biology, Category: Science - Biology",10377,false
2650,Du côté de chez Swann,"Proust, Marcel",fr,"Autobiographical fiction, France -- Social life and customs -- 19th century -- Fiction, Villages -- France -- Fiction","Category: French Literature, Category: Novels, FR Littérature",10373,false
521,The Life and Adventures of Robinson Crusoe,"Defoe, Daniel",en,"Adventure stories, Atlantic Ocean -- Fiction, Castaways -- Fiction","Category: Adventure, Category: British Literature, Category: Classics of Literature",10350,false
164,Twenty Thousand Leagues under the Sea,"Verne, Jules",en,"Adventure stories, Science fiction, Sea stories","Category: Adventure, Category: Classics of Literature, Category: French Literature",10270,false
37499,"Napoleon's Letters to Josephine, 1796-1812: For the First Time Collected and Translated, with Notes Social, Historical, and Chronological, from Contemporary Sources","Napoleon I, Emperor of the French",en,"Josephine, Empress, consort of Napoleon I, Emperor of the French, 1763-1814 -- Correspondence, Napoleon I, Emperor of the French, 1769-1821 -- Correspondence","Category: Biographies, Category: Essays, Letters & Speeches, Category: History - Early Modern (c. 1450-1750)",10256,false
35,The Time Machine,"Wells, H. G. (Herbert George)",en,"Dystopias -- Fiction, Science fiction, Time travel -- Fiction","Category: British Literature, Category: Novels, Category: Science-Fiction & Fantasy",10237,false
2848,Antiquities of the Jews,"Josephus, Flavius",en,Jews -- Antiquities,"Category: History - Ancient, Category: History - Religious, Judaism",10226,false
3090,Complete Original Short Stories of Guy De Maupassant,"Maupassant, Guy de",en,"French fiction -- Translations into English, Short stories, French -- Translations into English","Category: French Literature, Category: Short Stories",10198,false
25162,池北偶談,"Wang, Shizhen",zh,"China -- History -- Qing dynasty, 1644-1912 -- Anecdotes","Category: History - Modern (1750+), Category: History - Other",10141,false
147,Common Sense,"Paine, Thomas",en,"Monarchy -- Early works to 1800, Political science -- Early works to 1800, United States -- Politics and government -- 1775-1783","Category: Essays, Letters & Speeches, Category: History - American, Category: History - British",10119,false
22381,Myths and Legends of Ancient Greece and Rome,"Berens, E. M.",en,"Mythology, Classical","Category: Mythology, Legends & Folklore, Greece, Mythology",10058,false
17489,Les misérables Tome I: Fantine,"Hugo, Victor",fr,"Epic literature, Ex-convicts -- Fiction, Historical fiction","Category: French Literature, Category: Novels, FR Littérature",10028,false
36,The War of the Worlds,"Wells, H. G. (Herbert George)",en,"Imaginary wars and battles -- Fiction, Life on other planets -- Fiction, Mars (Planet) -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",9920,false
3800,Ethics,"Spinoza, Benedictus de",en,Ethics,"Category: Philosophy & Ethics, Philosophy",9902,false
1946,On War,"Clausewitz, Carl von",en,"Military art and science, War","Category: History - Warfare, Category: Philosophy & Ethics",9890,false
209,The Turn of the Screw,"James, Henry",en,"Children -- Fiction, England -- Fiction, Ghost stories","Best Books Ever Listings, Category: British Literature, Category: Crime, Thrillers and Mystery",9884,false
29433,Nature,"Emerson, Ralph Waldo",en,"Nature, Philosophy, American","Category: American Literature, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",9852,false
2413,Madame Bovary,"Flaubert, Gustave",en,"Adultery -- Fiction, Domestic fiction, France -- Fiction","Banned Books from Anne Haight's list, Best Books Ever Listings, Category: French Literature",9771,false
105,Persuasion,"Austen, Jane",en,"Dysfunctional families -- Fiction, England -- Social life and customs -- 19th century -- Fiction, First loves -- Fiction","Category: British Literature, Category: Novels",9765,false
3825,Pygmalion,"Shaw, Bernard",en,"Comedy plays, Flower vending -- Drama, Linguistics teachers -- Drama","Category: British Literature, Category: Plays/Films/Dramas, Nobel Prizes in Literature",9743,false
17396,The Secret Garden,"Burnett, Frances Hodgson",en,"Gardens -- Juvenile fiction, Orphans -- Juvenile fiction, People with disabilities -- Juvenile fiction","Category: British Literature, Category: Children & Young Adult Reading, Category: Novels",9730,false
1837,The Prince and the Pauper,"Twain, Mark",en,"Boys -- Fiction, Edward VI, King of England, 1537-1553 -- Fiction, Historical fiction","Category: British Literature, Category: Children & Young Adult Reading, Category: Classics of Literature",9702,false
22788,The Federalist Papers,"Hamilton, Alexander, Jay, John, Madison, James",en,"Constitutional history -- United States -- Sources, Constitutional law -- United States",United States,9549,false
236,The Jungle Book,"Kipling, Rudyard",en,"Adventure stories, English, Animals -- Fiction, Feral children -- Fiction","Category: Adventure, Category: British Literature, Category: Children & Young Adult Reading",9492,false
766,David Copperfield,"Dickens, Charles",en,"Autobiographical fiction, Bildungsromans, Boys -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",9485,false
1934,Songs of Innocence and of Experience,"Blake, William",en,"English poetry -- 18th century, Pastoral poetry","Category: British Literature, Category: Classics of Literature, Category: Poetry",9485,false
3600,Essays of Michel de Montaigne — Complete,"Montaigne, Michel de",en,French essays -- Translations into English,"Banned Books from Anne Haight's list, Best Books Ever Listings",9454,false
10623,Plays,"Glaspell, Susan",en,American drama,"Category: American Literature, Category: Gender & Sexuality Studies, Category: Plays/Films/Dramas",9441,false
10636,The Travels of Marco Polo — Volume 1,"Polo, Marco, Rusticiano, da Pisa",en,"Asia -- Description and travel -- Early works to 1800, Mongols -- History, Polo, Marco, 1254-1323?","Category: Adventure, Category: History - Medieval/Middle Ages, Category: Travel Writing",9427,false
4093,Hedda Gabler,"Ibsen, Henrik",en,"Identity (Psychology) -- Drama, Man-woman relationships -- Drama, Norwegian drama -- Translations into English",Category: Plays/Films/Dramas,9426,false
31552,Novo dicionário da língua portuguesa,"Figueiredo, Cândido de",pt,Portuguese language -- Dictionaries,Category: Encyclopedias/Dictionaries/Reference,9271,false
28942,"The Junior Classics, Volume 1: Fairy and wonder tales","Neilson, William Allan",en,Children's literature,"",9266,false
16643,Essays by Ralph Waldo Emerson,"Emerson, Ralph Waldo",en,Essays,"Category: American Literature, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",9195,false
1001,"Divine Comedy, Longfellow's Translation, Hell",Dante Alighieri,en,"Epic poetry, Italian -- Translations into English, Hell -- Poetry, Italian poetry -- To 1400 -- Translations into English","Category: Classics of Literature, Category: Poetry, Italy",9162,false
132,The Art of War,"Sunzi, active 6th century B.C.",en,"Military art and science -- Early works to 1800, War -- Early works to 1800","Category: History - Ancient, Category: History - Warfare",9148,false
24869,"The Rámáyan of Válmíki, translated into English verse",Valmiki,en,"Epic poetry, Sanskrit -- Translations into English, Folklore -- India, Rama (Hindu deity) -- Poetry","Category: Mythology, Legends & Folklore, Category: Poetry, India",9141,false
5827,The Problems of Philosophy,"Russell, Bertrand",en,"Knowledge, Theory of, Metaphysics, Philosophy -- Introductions","Category: Philosophy & Ethics, Nobel Prizes in Literature, Philosophy",9134,false
2707,The History of Herodotus — Volume 1,Herodotus,en,"Greece -- History -- To 146 B.C., History, Ancient",Category: History - Ancient,9061,false
245,Life on the Mississippi,"Twain, Mark",en,"Authors, American -- 19th century -- Biography, Mississippi River -- Description and travel, Mississippi River Valley -- Social life and customs -- 19th century","Category: American Literature, Category: Biographies, Category: History - American",9057,false
121,Northanger Abbey,"Austen, Jane",en,"Books and reading -- Fiction, England -- Fiction, England -- Social life and customs -- 19th century -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",9031,false
1322,Leaves of Grass,"Whitman, Walt",en,American poetry -- 19th century,"Banned Books from Anne Haight's list, Best Books Ever Listings, Category: American Literature",8974,false
37134,The Elements of Style,"Strunk, William",en,"English language -- Rhetoric, English language -- Style, Report writing","Category: Encyclopedias/Dictionaries/Reference, Category: How To ..., Category: Journalism/Media/Writing",8952,false
140,The Jungle,"Sinclair, Upton",en,"Chicago (Ill.) -- Fiction, Immigrants -- Fiction, Lithuanian Americans -- Fiction","Banned Books List from the American Library Association, Banned Books from Anne Haight's list, Bestsellers, American, 1895-1923",8789,false
25128,孽海花,"Zeng, Pu",zh,"Saijinhua, 1874-1936 -- Fiction",Category: Novels,8627,false
61,The Communist Manifesto,"Marx, Karl, Engels, Friedrich",en,"Communism, Socialism","Banned Books from Anne Haight's list, Category: Economics, Category: Essays, Letters & Speeches",8561,false
203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",en,"African Americans -- Fiction, Didactic fiction, Enslaved persons -- Fiction","Banned Books from Anne Haight's list, Category: American Literature, Category: Classics of Literature",8560,false
2097,The Sign of the Four,"Doyle, Arthur Conan",en,"Detective and mystery stories, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",8557,false
69566,The Egyptian Book of the dead,Unknown,en,"Future life, Incantations, Egyptian","Category: History - Ancient, Category: Mythology, Legends & Folklore, Category: Religion/Spirituality",8547,false
18269,Pascal's Pensées,"Pascal, Blaise",en,"Apologetics -- Early works to 1800, Catholic Church -- Apologetic works -- Early works to 1800, Catholic Church -- Doctrines -- Early works to 1800","Banned Books from Anne Haight's list, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",8517,false
1533,Macbeth,"Shakespeare, William",en,"Macbeth, King of Scotland, active 11th century -- Drama, Regicides -- Drama, Scotland -- Kings and rulers -- Drama","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",8465,false
1257,The three musketeers,"Dumas, Alexandre, Maquet, Auguste",en,"Adventure and adventurers -- Fiction, France -- History -- Louis XIII, 1610-1643 -- Fiction, Historical fiction","Adventure, Best Books Ever Listings, Category: Adventure",8452,false
2527,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von",en,"Germany -- Social life and customs -- Fiction, Unrequited love -- Fiction, Young men -- Germany -- Fiction","Banned Books from Anne Haight's list, Category: Classics of Literature, Category: German Literature",8447,false
7256,The Gift of the Magi,"Henry, O.",en,"Christmas stories, Gifts -- Fiction, Short stories","Category: American Literature, Category: Short Stories, Christmas",8330,false
34206,"The Thousand and One Nights, Vol. I.: Commonly Called the Arabian Nights' Entertainments",Unknown,en,"Fairy tales, Tales -- Arab countries","Category: Classics of Literature, Category: Mythology, Legends & Folklore",8312,false
51155,"A Complete Dictionary of Synonyms and Antonyms: or, Synonyms and Words of Opposite Meaning","Fallows, Samuel",en,English language -- 19th century -- Synonyms and antonyms,"",8307,false
18857,A Journey to the Centre of the Earth,"Verne, Jules",en,"Adventure stories, Earth (Planet) -- Core -- Fiction, Science fiction","Category: Adventure, Category: Classics of Literature, Category: French Literature",8304,false
31284,Josefine Mutzenbacher: oder Die Geschichte einer Wienerischen Dirne von ihr selbst erzählt,"Salten, Felix",de,"Austrian fiction, Erotic fiction","Category: Novels, Category: Sexuality & Erotica, DE Prosa",8258,false
